yī_gè nán_rén	yī-gè nán-rén	y_C4_AB_g_C3_A8_n_C3_A1n_r_C3_A9n
nǐ de dì_zhǐ (s) % nǐ_men de dì_zhǐ (p) % nǐn de dì_zhǐ (r)	nǐ de dì-zhǐ%nǐ-men de dì-zhǐ%nǐn de dì-zhǐ	n_C7_90_de_d_C3_AC_zh_C7_90_s_25n_C7_90_men_de_d_C3_AC_zh_C7_90_p_25n_C7_90n_de_d_C3_AC_zh_C7_90_r
tā de dì_zhǐ	tā de dì-zhǐ	t_C4_81_de_d_C3_AC_zh_C7_90
tā de dì_zhǐ	tā de dì-zhǐ	t_C4_81_de_d_C3_AC_zh_C7_90
wǒ_men de dì_zhǐ	wǒ-men de dì-zhǐ	w_C7_92_men_de_d_C3_AC_zh_C7_90
tā_men de dì_zhǐ	tā-men de dì-zhǐ	t_C4_81_men_de_d_C3_AC_zh_C7_90
wǒ zhī_dào tā de míng_zì	wǒ zhī-dào tā de míng-zì	w_C7_92_zh_C4_AB_d_C3_A0o_t_C4_81_de_m_C3_ADng_z_C3_AC
wǒ zhī_dào tā de dì_zhǐ	wǒ zhī-dào tā de dì-zhǐ	w_C7_92_zh_C4_AB_d_C3_A0o_t_C4_81_de_d_C3_AC_zh_C7_90
tā zhī_dào wǒ de dì_zhǐ	tā zhī-dào wǒ de dì-zhǐ	t_C4_81_zh_C4_AB_d_C3_A0o_w_C7_92_de_d_C3_AC_zh_C7_90
tā zhī_dào tā de míng_zì	tā zhī-dào tā de míng-zì	t_C4_81_zh_C4_AB_d_C3_A0o_t_C4_81_de_m_C3_ADng_z_C3_AC
tā zhī_dào tā_men de dì_zhǐ	tā zhī-dào tā-men de dì-zhǐ	t_C4_81_zh_C4_AB_d_C3_A0o_t_C4_81_men_de_d_C3_AC_zh_C7_90
Tā zhī_dào tā de míng_zì	tā zhī-dào tā de míng-zì	t_C4_81_zh_C4_AB_d_C3_A0o_t_C4_81_de_m_C3_ADng_z_C3_AC
zhè_ge nǚ_rén zhī_dào wǒ de dì_zhǐ	zhè-ge nǚ-rén zhī-dào wǒ de dì-zhǐ	zh_C3_A8_ge_n_C7_9A_r_C3_A9n_zh_C4_AB_d_C3_A0o_w_C7_92_de_d_C3_AC_zh_C7_90
tā_men zhī_dào wǒ_men de dì_zhǐ	tā-men zhī-dào wǒ-men de dì-zhǐ	t_C4_81_men_zh_C4_AB_d_C3_A0o_w_C7_92_men_de_d_C3_AC_zh_C7_90
zhè_xiē rén zhī_dào tā de míng_zì	zhè-xiē rén zhī-dào tā de míng-zì	zh_C3_A8_xi_C4_93_r_C3_A9n_zh_C4_AB_d_C3_A0o_t_C4_81_de_m_C3_ADng_z_C3_AC
wǒ bù zhī_dào	wǒ bù zhī-dào	w_C7_92_b_C3_B9_zh_C4_AB_d_C3_A0o
tā bù zhī_dào	tā bù zhī-dào	t_C4_81_b_C3_B9_zh_C4_AB_d_C3_A0o
zhè_ge Nán_rén bù zhī_dào	zhè-ge nán-rén bù zhī-dào	zh_C3_A8_ge_n_C3_A1n_r_C3_A9n_b_C3_B9_zh_C4_AB_d_C3_A0o
tā bù zhī_dào	tā bù zhī-dào	t_C4_81_b_C3_B9_zh_C4_AB_d_C3_A0o
zhè_ge nǚ_rén bù zhī_dào	zhè-ge nǚ-rén bù zhī-dào	zh_C3_A8_ge_n_C7_9A_r_C3_A9n_b_C3_B9_zh_C4_AB_d_C3_A0o
tā_men bù zhī_dào	tā-men bù zhī-dào	t_C4_81_men_b_C3_B9_zh_C4_AB_d_C3_A0o
zhè_xiē rén bù zhī_dào	zhè-xiē rén bù zhī-dào	zh_C3_A8_xi_C4_93_r_C3_A9n_b_C3_B9_zh_C4_AB_d_C3_A0o
wǒ de mǔ_qīn	wǒ de mǔ-qīn	w_C7_92_de_m_C7_94_q_C4_ABn
nǐ de mǔ_qīn	nǐ de mǔ-qīn	n_C7_90_de_m_C7_94_q_C4_ABn
tā de mǔ_qīn	tā de mǔ-qīn	t_C4_81_de_m_C7_94_q_C4_ABn
tā de mǔ_qīn	tā de mǔ-qīn	t_C4_81_de_m_C7_94_q_C4_ABn
wǒ huì yóu_yǒng	wǒ huì yóu-yǒng	w_C7_92_hu_C3_AC_y_C3_B3u_y_C7_92ng
tā huì yóu_yǒng	tā huì yóu-yǒng	t_C4_81_hu_C3_AC_y_C3_B3u_y_C7_92ng
wǒ de fù_qīn huì yóu_yǒng	wǒ de fù-qīn huì yóu-yǒng	w_C7_92_de_f_C3_B9_q_C4_ABn_hu_C3_AC_y_C3_B3u_y_C7_92ng
tā huì yóu_yǒng	tā huì yóu-yǒng	t_C4_81_hu_C3_AC_y_C3_B3u_y_C7_92ng
Wǒ de mǔ_qīn huì yóu_yǒng	wǒ de mǔ-qīn huì yóu-yǒng	w_C7_92_de_m_C7_94_q_C4_ABn_hu_C3_AC_y_C3_B3u_y_C7_92ng
nǐ huì yóu_yǒng (s) % nǐ_men huì yóu_yǒng (p) % nǐn huì yóu_yǒng (r)	nǐ huì yóu-yǒng%nǐ-men huì yóu-yǒng%nǐn huì yóu-yǒng	n_C7_90_hu_C3_AC_y_C3_B3u_y_C7_92ng_s_25n_C7_90_men_hu_C3_AC_y_C3_B3u_y_C7_92ng_p_25n_C7_90n_hu_C3_AC_y_C3_B3u_y_C7_92ng_r
wǒ_men huì yóu_yǒng	wǒ-men huì yóu-yǒng	w_C7_92_men_hu_C3_AC_y_C3_B3u_y_C7_92ng
tā_men huì yóu_yǒng	tā-men huì yóu-yǒng	t_C4_81_men_hu_C3_AC_y_C3_B3u_y_C7_92ng
zhè_xiē rén huì yóu_yǒng	zhè-xiē rén huì yóu-yǒng	zh_C3_A8_xi_C4_93_r_C3_A9n_hu_C3_AC_y_C3_B3u_y_C7_92ng
yī_gè wèn_tí	yī-gè wèn-tí	y_C4_AB_g_C3_A8_w_C3_A8n_t_C3_AD
wèntí	wèntí	w_C3_A8nt_C3_AD
zhè_ge wèn_tí	zhè-ge wèn-tí	zh_C3_A8_ge_w_C3_A8n_t_C3_AD
wǒ de wèn_tí	wǒ de wèn-tí	w_C7_92_de_w_C3_A8n_t_C3_AD
tā de wèn_tí	tā de wèn-tí	t_C4_81_de_w_C3_A8n_t_C3_AD
tā de wèn_tí	tā de wèn-tí	t_C4_81_de_w_C3_A8n_t_C3_AD
nǐ de wèn_tí (s) % nǐ_men de wèn_tí (p) % nǐn de wèn_tí (r)	nǐ de wèn-tí%nǐ-men de wèn-tí%nǐn de wèn-tí	n_C7_90_de_w_C3_A8n_t_C3_AD_s_25n_C7_90_men_de_w_C3_A8n_t_C3_AD_p_25n_C7_90n_de_w_C3_A8n_t_C3_AD_r
wǒ_men de wèn_tí	wǒ-men de wèn-tí	w_C7_92_men_de_w_C3_A8n_t_C3_AD
tā_men de wèn_tí	tā-men de wèn-tí	t_C4_81_men_de_w_C3_A8n_t_C3_AD
Yī_gè chē	yī-gè chē	y_C4_AB_g_C3_A8_ch_C4_93
zhè_ge chē	zhè-ge chē	zh_C3_A8_ge_ch_C4_93
zhè_ge chē	zhè-ge chē	zh_C3_A8_ge_ch_C4_93
wǒ yǒu yī_gè fáng_zi	wǒ yǒu yī-gè fáng-zi	w_C7_92_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
wǒ yǒu yī_gè chē	wǒ yǒu yī-gè chē	w_C7_92_y_C7_92u_y_C4_AB_g_C3_A8_ch_C4_93
tā yǒu yī_gè fáng_zi	tā yǒu yī-gè fáng-zi	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
tā yǒu yī_gè chē	tā yǒu yī-gè chē	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_ch_C4_93
tā yǒu yī_gè mao	tā yǒu yī-gè mao	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_mao
tā yǒu yī_gè fángzi	tā yǒu yī-gè fángzi	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ngzi
tā yǒu yī_gè māo	tā yǒu yī-gè māo	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_m_C4_81o
tā_ men yǒu yī_gè chē	tā- men yǒu yī-gè chē	t_C4_81__men_y_C7_92u_y_C4_AB_g_C3_A8_ch_C4_93
Tā_ men yǒu yī_gè fáng_zi	tā- men yǒu yī-gè fáng-zi	t_C4_81__men_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
wǒ men yǒu yī_gè mao	wǒ men yǒu yī-gè mao	w_C7_92_men_y_C7_92u_y_C4_AB_g_C3_A8_mao
wǒ_men yǒu yī_gè fáng_zi	wǒ-men yǒu yī-gè fáng-zi	w_C7_92_men_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
wǒ méi yǒu yī_gè fáng_zi	wǒ méi yǒu yī-gè fáng-zi	w_C7_92_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
wǒ méi yǒu yī_gè chē	wǒ méi yǒu yī-gè chē	w_C7_92_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_ch_C4_93
tā méi yǒu yī_gè fáng_zi	tā méi yǒu yī-gè fáng-zi	t_C4_81_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
tā méi yǒu yī_gè chē	tā méi yǒu yī-gè chē	t_C4_81_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_ch_C4_93
tā méi yǒu yī_gè māo	tā méi yǒu yī-gè māo	t_C4_81_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_m_C4_81o
tā méi yǒu yī_gè fáng_zi	tā méi yǒu yī-gè fáng-zi	t_C4_81_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
tā méi yǒu yī_gè māo	tā méi yǒu yī-gè māo	t_C4_81_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_m_C4_81o
tā_men méi yǒu yī_gè chē	tā-men méi yǒu yī-gè chē	t_C4_81_men_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_ch_C4_93
tā_men méi yǒu yī_gè fáng_zi	tā-men méi yǒu yī-gè fáng-zi	t_C4_81_men_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
wǒ men méi yǒu yī_gè māo	wǒ men méi yǒu yī-gè māo	w_C7_92_men_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_m_C4_81o
wǒ men méi yǒu yī_gè fáng_zi	wǒ men méi yǒu yī-gè fáng-zi	w_C7_92_men_m_C3_A9i_y_C7_92u_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
zhēn de ma?	zhēn de ma	zh_C4_93n_de_ma
què_dìng ma?	què-dìng ma	qu_C3_A8_d_C3_ACng_ma
Nǐ ne?	nǐ ne	n_C7_90_ne
Wán le ma?	wán le ma	w_C3_A1n_le_ma
Duì ma?	duì ma	du_C3_AC_ma
Zǎo_ān!	zǎo-ān	z_C7_8Eo__C4_81n
Wǎn_ān!	wǎn-ān	w_C7_8En__C4_81n
Ní hǎo! (s) % Ní_men hǎo! (p) % Nín hǎo!  (r)	ní hǎo%ní-men hǎo%nín hǎo	n_C3_AD_h_C7_8Eo_s_25n_C3_AD_men_h_C7_8Eo_p_25n_C3_ADn_h_C7_8Eo_r
Huān_yíng!	huān-yíng	hu_C4_81n_y_C3_ADng
Xiè_xiè!	xiè-xiè	xi_C3_A8_xi_C3_A8
Bù kè_qì!	bù kè-qì	b_C3_B9_k_C3_A8_q_C3_AC
Bào_qiàn!	bào-qiàn	b_C3_A0o_qi_C3_A0n
Duì_bù_qǐ	duì-bù-qǐ	du_C3_AC_b_C3_B9_q_C7_90
Méi_guān_xì	méi-guān-xì	m_C3_A9i_gu_C4_81n_x_C3_AC
zài_jiàn!	zài-jiàn	z_C3_A0i_ji_C3_A0n
Zhè gěi nǐ (s) % Zhè gěi nǐ_men (p) % Zhè gěi nǐn (r)	zhè gěi nǐ%zhè gěi nǐ-men%zhè gěi nǐn	zh_C3_A8_g_C4_9Bi_n_C7_90_s_25zh_C3_A8_g_C4_9Bi_n_C7_90_men_p_25zh_C3_A8_g_C4_9Bi_n_C7_90n_r
qǐng!	qǐng	q_C7_90ng
Ní cóng nǎ_lǐ lái? (s) % Ní_men cóng nǎ_lǐ lái? (p) % Nín cóng nǎ_lǐ lái? (r)	ní cóng nǎ-lǐ lái%ní-men cóng nǎ-lǐ lái%nín cóng nǎ-lǐ lái	n_C3_AD_c_C3_B3ng_n_C7_8E_l_C7_90_l_C3_A1i_s_25n_C3_AD_men_c_C3_B3ng_n_C7_8E_l_C7_90_l_C3_A1i_p_25n_C3_ADn_c_C3_B3ng_n_C7_8E_l_C7_90_l_C3_A1i_r
Nǐ zài nǎ_lǐ? (s) % Nǐ_men zài nǎ_lǐ? (p) % Nǐn zài nǎ_lǐ? (r)	nǐ zài nǎ-lǐ%nǐ-men zài nǎ-lǐ%nǐn zài nǎ-lǐ	n_C7_90_z_C3_A0i_n_C7_8E_l_C7_90_s_25n_C7_90_men_z_C3_A0i_n_C7_8E_l_C7_90_p_25n_C7_90n_z_C3_A0i_n_C7_8E_l_C7_90_r
Tā zài nǎ_lǐ?	tā zài nǎ-lǐ	t_C4_81_z_C3_A0i_n_C7_8E_l_C7_90
Tā zài nǎ_lǐ?	tā zài nǎ-lǐ	t_C4_81_z_C3_A0i_n_C7_8E_l_C7_90
Wǒ_men zài nǎ_lǐ?	wǒ-men zài nǎ-lǐ	w_C7_92_men_z_C3_A0i_n_C7_8E_l_C7_90
Tā_men zài nǎ_lǐ?	tā-men zài nǎ-lǐ	t_C4_81_men_z_C3_A0i_n_C7_8E_l_C7_90
Wǒ zài nǎ_li?	wǒ zài nǎ-li	w_C7_92_z_C3_A0i_n_C7_8E_li
Xiàn_zài	xiàn-zài	xi_C3_A0n_z_C3_A0i
jīn_tiān	jīn-tiān	j_C4_ABn_ti_C4_81n
míng_tiān	míng-tiān	m_C3_ADng_ti_C4_81n
zuó_tiān	zuó-tiān	zu_C3_B3_ti_C4_81n
Guò yī_huǐ_er	guò yī-huǐ-er	gu_C3_B2_y_C4_AB_hu_C7_90_er
Xià_gè xīng_qí	xià-gè xīng-qí	xi_C3_A0_g_C3_A8_x_C4_ABng_q_C3_AD
shàng_gè xīng_qí	shàng-gè xīng-qí	sh_C3_A0ng_g_C3_A8_x_C4_ABng_q_C3_AD
xià_gè yuè	xià-gè yuè	xi_C3_A0_g_C3_A8_yu_C3_A8
shàng_gè yuè	shàng-gè yuè	sh_C3_A0ng_g_C3_A8_yu_C3_A8
yǒu_shí	yǒu-shí	y_C7_92u_sh_C3_AD
zǒng_shì	zǒng-shì	z_C7_92ng_sh_C3_AC
cháng_cháng	cháng-cháng	ch_C3_A1ng_ch_C3_A1ng
hěn shǎo	hěn shǎo	h_C4_9Bn_sh_C7_8Eo
duì	duì	du_C3_AC
bù	bù	b_C3_B9
dāng_rán	dāng-rán	d_C4_81ng_r_C3_A1n
bù què_dìng	bù què-dìng	b_C3_B9_qu_C3_A8_d_C3_ACng
hái_méi	hái-méi	h_C3_A1i_m_C3_A9i
yǒu kě_néng	yǒu kě-néng	y_C7_92u_k_C4_9B_n_C3_A9ng
hǎo	hǎo	h_C7_8Eo
wǒ bù jué_de	wǒ bù jué-de	w_C7_92_b_C3_B9_ju_C3_A9_de
bù zhī_dào	bù zhī-dào	b_C3_B9_zh_C4_AB_d_C3_A0o
méi wèn_tí!	méi wèn-tí	m_C3_A9i_w_C3_A8n_t_C3_AD
Suí_biàn!	suí-biàn	su_C3_AD_bi_C3_A0n
Yǒu yī_gè wèn_tí	yǒu yī-gè wèn-tí	y_C7_92u_y_C4_AB_g_C3_A8_w_C3_A8n_t_C3_AD
Yǒu yī_gè wèn_tí	yǒu yī-gè wèn-tí	y_C7_92u_y_C4_AB_g_C3_A8_w_C3_A8n_t_C3_AD
bào_fēng_yǔ	bào-fēng-yǔ	b_C3_A0o_f_C4_93ng_y_C7_94
yǒu bào_fēng_yǔ	yǒu bào-fēng-yǔ	y_C7_92u_b_C3_A0o_f_C4_93ng_y_C7_94
yī_gè zhǔ_yì	yī-gè zhǔ-yì	y_C4_AB_g_C3_A8_zh_C7_94_y_C3_AC
Lìng_wài yī_gè zhǔ_yì	lìng-wài yī-gè zhǔ-yì	l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_zh_C7_94_y_C3_AC
yī_gè huǒ_chē	yī-gè huǒ-chē	y_C4_AB_g_C3_A8_hu_C7_92_ch_C4_93
Lìng_wài yī_gè  huǒ_chē	lìng-wài yī-gè huǒ-chē	l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_hu_C7_92_ch_C4_93
yī_gè diàn_yǐng	yī-gè diàn-yǐng	y_C4_AB_g_C3_A8_di_C3_A0n_y_C7_90ng
Lìng_wài yī_gè diàn_yǐng	lìng-wài yī-gè diàn-yǐng	l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_di_C3_A0n_y_C7_90ng
nán_hái	nán-hái	n_C3_A1n_h_C3_A1i
yī_xiē nán_hái	yī-xiē nán-hái	y_C4_AB_xi_C4_93_n_C3_A1n_h_C3_A1i
nǚ_hái	nǚ-hái	n_C7_9A_h_C3_A1i
yī_xiē nǚ_hái	yī-xiē nǚ-hái	y_C4_AB_xi_C4_93_n_C7_9A_h_C3_A1i
chē	chē	ch_C4_93
yī_xiē chē	yī-xiē chē	y_C4_AB_xi_C4_93_ch_C4_93
yǒu_rén	yǒu-rén	y_C7_92u_r_C3_A9n
mǒu_wù	mǒu-wù	m_C7_92u_w_C3_B9
méi_yǒu_rén	méi-yǒu-rén	m_C3_A9i_y_C7_92u_r_C3_A9n
méi_shén_me	méi-shén-me	m_C3_A9i_sh_C3_A9n_me
dà_jiā	dà-jiā	d_C3_A0_ji_C4_81
yī_qiè	yī-qiè	y_C4_AB_qi_C3_A8
děng_děng!	děng-děng	d_C4_9Bng_d_C4_9Bng
Lái!	lái	l_C3_A1i
Zǒu!	zǒu	z_C7_92u
Liú_zhe!	liú-zhe	li_C3_BA_zhe
Lí_kāi!	lí-kāi	l_C3_AD_k_C4_81i
Kàn!	kàn	k_C3_A0n
Tīng!	tīng	t_C4_ABng
Jì_zhù!	jì-zhù	j_C3_AC_zh_C3_B9
Dú!	dú	d_C3_BA
Kàn!	kàn	k_C3_A0n
Zhuā_zhù!	zhuā-zhù	zhu_C4_81_zh_C3_B9
Wǒ ài nǐ!	wǒ ài nǐ	w_C7_92__C3_A0i_n_C7_90
Tā ài tā	tā ài tā	t_C4_81__C3_A0i_t_C4_81
tā ài tā	tā ài tā	t_C4_81__C3_A0i_t_C4_81
Tā_men ài tā	tā-men ài tā	t_C4_81_men__C3_A0i_t_C4_81
zhè_xiē rén ài tā	zhè-xiē rén ài tā	zh_C3_A8_xi_C4_93_r_C3_A9n__C3_A0i_t_C4_81
zhè_xiē rén ài tā	zhè-xiē rén ài tā	zh_C3_A8_xi_C4_93_r_C3_A9n__C3_A0i_t_C4_81
wǒ_men ài tā	wǒ-men ài tā	w_C7_92_men__C3_A0i_t_C4_81
tā ài tā_men	tā ài tā-men	t_C4_81__C3_A0i_t_C4_81_men
zhè_xiē rén ài tā_men	zhè-xiē rén ài tā-men	zh_C3_A8_xi_C4_93_r_C3_A9n__C3_A0i_t_C4_81_men
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
yī gè gāo de lǎo_shī	yī gè gāo de lǎo-shī	y_C4_AB_g_C3_A8_g_C4_81o_de_l_C7_8Eo_sh_C4_AB
yī gè cōng_míng de lǎo_shī	yī gè cōng-míng de lǎo-shī	y_C4_AB_g_C3_A8_c_C5_8Dng_m_C3_ADng_de_l_C7_8Eo_sh_C4_AB
cōng_míng de lǎo_shī	cōng-míng de lǎo-shī	c_C5_8Dng_m_C3_ADng_de_l_C7_8Eo_sh_C4_AB
gāo de nán_rén	gāo de nán-rén	g_C4_81o_de_n_C3_A1n_r_C3_A9n
zhè gè cōng_míng de lǎo_shī	zhè gè cōng-míng de lǎo-shī	zh_C3_A8_g_C3_A8_c_C5_8Dng_m_C3_ADng_de_l_C7_8Eo_sh_C4_AB
zhè gè lǎo_shī hěn cōng_míng	zhè gè lǎo-shī hěn cōng-míng	zh_C3_A8_g_C3_A8_l_C7_8Eo_sh_C4_AB_h_C4_9Bn_c_C5_8Dng_m_C3_ADng
zhè gè gāo de lǎo_shī	zhè gè gāo de lǎo-shī	zh_C3_A8_g_C3_A8_g_C4_81o_de_l_C7_8Eo_sh_C4_AB
zhè gè lǎo_shī hěn gāo	zhè gè lǎo-shī hěn gāo	zh_C3_A8_g_C3_A8_l_C7_8Eo_sh_C4_AB_h_C4_9Bn_g_C4_81o
zhè gè gāo de lǎo_shī hěn cōng_míng	zhè gè gāo de lǎo-shī hěn cōng-míng	zh_C3_A8_g_C3_A8_g_C4_81o_de_l_C7_8Eo_sh_C4_AB_h_C4_9Bn_c_C5_8Dng_m_C3_ADng
zhè gè cōng_míng de nán_rén hěn gāo	zhè gè cōng-míng de nán-rén hěn gāo	zh_C3_A8_g_C3_A8_c_C5_8Dng_m_C3_ADng_de_n_C3_A1n_r_C3_A9n_h_C4_9Bn_g_C4_81o
zǎo_ān! <br> zǎo_ān.	zǎo-ān br zǎo-ān	z_C7_8Eo__C4_81n_br_z_C7_8Eo__C4_81n
wǎn_ān! <br> wǎn_ān.	wǎn-ān br wǎn-ān	w_C7_8En__C4_81n_br_w_C7_8En__C4_81n
nǐ hǎo ma? <br> wǒ hǎo, xiè_xiè.	nǐ hǎo ma br wǒ hǎo xiè-xiè	n_C7_90_h_C7_8Eo_ma_br_w_C7_92_h_C7_8Eo_xi_C3_A8_xi_C3_A8
Xiè_xiè! <br> bú kè_qì.	xiè-xiè br bú kè-qì	xi_C3_A8_xi_C3_A8_br_b_C3_BA_k_C3_A8_q_C3_AC
nǐ de míng_zi shì shén_me? <br> wǒ de míng_zi shì Adam.	nǐ de míng-zi shì shén-me br wǒ de míng-zi shì adam	n_C7_90_de_m_C3_ADng_zi_sh_C3_AC_sh_C3_A9n_me_br_w_C7_92_de_m_C3_ADng_zi_sh_C3_AC_adam
yī_gè gōng_gòng_qì_chē	yī-gè gōng-gòng-qì-chē	y_C4_AB_g_C3_A8_g_C5_8Dng_g_C3_B2ng_q_C3_AC_ch_C4_93
yī_gè fēi_jī	yī-gè fēi-jī	y_C4_AB_g_C3_A8_f_C4_93i_j_C4_AB
yī_gè chuán	yī-gè chuán	y_C4_AB_g_C3_A8_chu_C3_A1n
wǒ yǒu yī_gè gǒu	wǒ yǒu yī-gè gǒu	w_C7_92_y_C7_92u_y_C4_AB_g_C3_A8_g_C7_92u
wǒ yǒu yī_gè mao	wǒ yǒu yī-gè mao	w_C7_92_y_C7_92u_y_C4_AB_g_C3_A8_mao
wǒ yǒu yī_gè mǎ	wǒ yǒu yī-gè mǎ	w_C7_92_y_C7_92u_y_C4_AB_g_C3_A8_m_C7_8E
wǒ men yǒu yī_gè mǎ	wǒ men yǒu yī-gè mǎ	w_C7_92_men_y_C7_92u_y_C4_AB_g_C3_A8_m_C7_8E
tā yǒu yī_gè gǒu	tā yǒu yī-gè gǒu	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_g_C7_92u
tā yǒu yī_gè gǒu	tā yǒu yī-gè gǒu	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_g_C7_92u
tā yǒu yī_gè mǎ	tā yǒu yī-gè mǎ	t_C4_81_y_C7_92u_y_C4_AB_g_C3_A8_m_C7_8E
zhè_gé lǎo_shī yǒu yī_gè má	zhè-gé lǎo-shī yǒu yī-gè má	zh_C3_A8_g_C3_A9_l_C7_8Eo_sh_C4_AB_y_C7_92u_y_C4_AB_g_C3_A8_m_C3_A1
zhè_gé lǎo_shī yǒu yī_gè gǒu	zhè-gé lǎo-shī yǒu yī-gè gǒu	zh_C3_A8_g_C3_A9_l_C7_8Eo_sh_C4_AB_y_C7_92u_y_C4_AB_g_C3_A8_g_C7_92u
nǐ yǒu yī_gè gǒu	nǐ yǒu yī-gè gǒu	n_C7_90_y_C7_92u_y_C4_AB_g_C3_A8_g_C7_92u
nǐ yǒu yī_gè mao	nǐ yǒu yī-gè mao	n_C7_90_y_C7_92u_y_C4_AB_g_C3_A8_mao
yī_gè yú	yī-gè yú	y_C4_AB_g_C3_A8_y_C3_BA
yī_gè niú	yī-gè niú	y_C4_AB_g_C3_A8_ni_C3_BA
yī_gè niǎo	yī-gè niǎo	y_C4_AB_g_C3_A8_ni_C7_8Eo
nǐ cóng nǎ_li lái? <BR> wǒ cóng fǎ_guó lài.	nǐ cóng nǎ-li lái br wǒ cóng fǎ-guó lài	n_C7_90_c_C3_B3ng_n_C7_8E_li_l_C3_A1i_br_w_C7_92_c_C3_B3ng_f_C7_8E_gu_C3_B3_l_C3_A0i
nǐ jǐ suì? <BR> wǒ èr_shí suì.	nǐ jǐ suì br wǒ èr-shí suì	n_C7_90_j_C7_90_su_C3_AC_br_w_C7_92__C3_A8r_sh_C3_AD_su_C3_AC
nǐ yào shén_me? <BR> wǒ yào chī fàn.	nǐ yào shén-me br wǒ yào chī fàn	n_C7_90_y_C3_A0o_sh_C3_A9n_me_br_w_C7_92_y_C3_A0o_ch_C4_AB_f_C3_A0n
nǐ zài zhǎo shén_me? <BR> wǒ zài zhǎo cān_tīng.	nǐ zài zhǎo shén-me br wǒ zài zhǎo cān-tīng	n_C7_90_z_C3_A0i_zh_C7_8Eo_sh_C3_A9n_me_br_w_C7_92_z_C3_A0i_zh_C7_8Eo_c_C4_81n_t_C4_ABng
yī_gè nán_hái	yī-gè nán-hái	y_C4_AB_g_C3_A8_n_C3_A1n_h_C3_A1i
yī_gè nǚ_hái	yī-gè nǚ-hái	y_C4_AB_g_C3_A8_n_C7_9A_h_C3_A1i
wǒ_men yào yī_gè chē	wǒ-men yào yī-gè chē	w_C7_92_men_y_C3_A0o_y_C4_AB_g_C3_A8_ch_C4_93
zhè_gé nán_rén yào yī_gè fáng_zi	zhè-gé nán-rén yào yī-gè fáng-zi	zh_C3_A8_g_C3_A9_n_C3_A1n_r_C3_A9n_y_C3_A0o_y_C4_AB_g_C3_A8_f_C3_A1ng_zi
zhè_gé nán_rén yào yī_gè chē	zhè-gé nán-rén yào yī-gè chē	zh_C3_A8_g_C3_A9_n_C3_A1n_r_C3_A9n_y_C3_A0o_y_C4_AB_g_C3_A8_ch_C4_93
nǐ yào yī_gè chē	nǐ yào yī-gè chē	n_C7_90_y_C3_A0o_y_C4_AB_g_C3_A8_ch_C4_93
nǐ yào yī_gè fang_zi	nǐ yào yī-gè fang-zi	n_C7_90_y_C3_A0o_y_C4_AB_g_C3_A8_fang_zi
{yī_gè [​​xiǎo](wèn_tí)}	yī-gè xiǎo	y_C4_AB_g_C3_A8_xi_C7_8Eo_w_C3_A8n_t_C3_AD
{yī_gè [​​dà]​​ wèn_tí}	yī-gè dà wèn-tí	y_C4_AB_g_C3_A8_d_C3_A0_w_C3_A8n_t_C3_AD
{[lìng_wài] yī_gè wèn_tí }	lìng-wài yī-gè wèn-tí	l_C3_ACng_w_C3_A0i_y_C4_AB_g_C3_A8_w_C3_A8n_t_C3_AD
{yī_gè [​​dà ]​​( fáng_zi)}	yī-gè dà	y_C4_AB_g_C3_A8_d_C3_A0_f_C3_A1ng_zi
{[qí_tā(wèn_tí)}	qí-tā	q_C3_AD_t_C4_81_w_C3_A8n_t_C3_AD
